,Train_Loss,Val_Loss,Train_Acc,Val_Acc,Timings,Frames
1,0.7346949484648717,0.541687951368444,66.04110813226094,80.4812834224599,0.44099149107933044,2.2676174489273966
2,0.450436577880031,0.4594816490609378,80.42895442359249,79.94652406417113,0.44094300270080566,2.26786680789792
3,0.3944299780731227,0.38460212021588003,82.39499553172476,83.42245989304813,0.4411984980106354,2.2665535003156205
4,0.40222344201947025,0.4358566849626959,82.57372654155496,81.28342245989305,0.44074851274490356,2.2688675539077314
5,0.42063760741466494,0.4094333913237016,82.30563002680965,81.81818181818181,0.46924206062599466,2.1310962590735048
6,0.40319302734037504,0.3662714642636916,82.21626452189454,86.89839572192513,0.4405834972858429,2.26971733203892
7,0.3526620459780297,0.3315136909166122,83.91420911528151,87.16577540106952,0.4410474896430969,2.2673295358946874
8,0.38498358975786307,0.36937815158124915,84.27167113494191,84.49197860962566,0.44048750400543213,2.270211960400284
9,0.4053862477861631,0.3752246369971311,82.03753351206434,87.43315508021391,0.4408450126647949,2.2683709042215465
10,0.35456460434693754,0.3279657349548238,85.43342269883824,86.89839572192513,0.44194498658180237,2.2627250684173195
11,0.3266570248222436,0.3037116094069047,85.88025022341377,88.50267379679144,0.4678121496129919,2.1376101514833943
12,0.3265768755110808,0.3071797600085723,88.02502234137623,88.77005347593582,0.44130951166152954,2.2659833372614195
13,0.2873103810113066,0.2949608465566992,88.65058087578196,89.3048128342246,0.4429304897785187,2.257690592715883
14,0.29614922863708426,0.2563815172662072,89.09740840035747,92.24598930481284,0.4411369860172272,2.266869547775684
15,0.27518278719912265,0.2740121775451191,89.54423592493298,91.17647058823529,0.44111549854278564,2.2669799707865077
16,0.24421254467548698,0.22969590916353114,91.15281501340482,93.04812834224599,0.4412674903869629,2.2661991236269525
17,0.2383636613513765,0.2564490408820902,91.06344950848973,91.44385026737967,0.4657042821248372,2.1472853877086293
18,0.23173984717427884,0.21455212383665503,92.85075960679178,93.58288770053476,0.44061151146888733,2.2695730228796176
19,0.20710813607670986,0.23213109461700215,92.40393208221626,93.04812834224599,0.44032949209213257,2.2710266242869883
20,0.21026510409045368,0.2071568363490589,92.85075960679178,93.85026737967914,0.4399850070476532,2.272804718301898
21,0.18735973611540618,0.24269497123631564,93.2975871313673,92.7807486631016,0.440048485994339,2.272476856136404
22,0.20178258953028433,0.2126244827706546,93.2975871313673,92.7807486631016,0.44266951084136963,2.2590216301532218
23,0.2083039311450757,0.20029485695821078,92.85075960679178,94.11764705882354,0.46690725397180627,2.141752974479133
24,0.19630551251638564,0.19709489641980055,93.2975871313673,93.85026737967914,0.44041499495506287,2.2705857235901643
25,0.1663386705626964,0.18040431103604362,94.10187667560322,94.6524064171123,0.44174250960350037,2.2637622104732027
26,0.16565738458575896,0.1763533452615381,94.45933869526363,94.6524064171123,0.44086650013923645,2.268260345669665
27,0.17460990689821387,0.20130924171304956,94.01251117068811,93.58288770053476,0.44102349877357483,2.267452874463291
28,0.16791102264852156,0.17608861696911368,94.01251117068811,94.11764705882354,0.44002100825309753,2.2726187642041076
29,0.1848413897103982,0.18390706356833963,93.7444146559428,94.6524064171123,0.4668717207732024,2.1419159814260444
30,0.15522453691593976,0.16568170296635856,94.90616621983914,94.91978609625669,0.44194748997688293,2.2627122512955267
31,0.13773387180469843,0.15386895022609018,95.26362823949955,95.18716577540107,0.44104549288749695,2.2673398008288514
32,0.16069930614745437,0.18396093835805188,94.45933869526363,94.6524064171123,0.4408164918422699,2.268517667795908
33,0.1298185795998339,0.14881748662275426,95.53172475424486,95.18716577540107,0.4427430033683777,2.2586466469080824
34,0.12500975464434896,0.20227770069066217,95.53172475424486,94.38502673796792,0.44104498624801636,2.267342405379169
35,0.14009625173379417,0.1864182024716056,95.26362823949955,94.38502673796792,0.46648474092836734,2.143692841934906
36,0.13387347038059602,0.15027711034458588,95.97855227882037,94.91978609625669,0.44140151143074036,2.265511046300322
37,0.12387000576287535,0.15282120647277425,95.44235924932975,95.72192513368984,0.44105449318885803,2.267293532755834
38,0.10185999085026409,0.13808342718823072,96.51474530831099,95.98930481283422,0.44039198756217957,2.2707043457706155
39,0.09434543536697998,0.13730804701858662,96.7828418230563,95.45454545454545,0.43990299105644226,2.273228462480933
40,0.10939824797539331,0.143557026663566,95.97855227882037,95.45454545454545,0.44130998849868774,2.2659808888576145
41,0.07324344008308739,0.19241247624955712,97.58713136729223,94.6524064171123,0.46814756040219907,2.136078631149698
42,0.09171314673353456,0.1413621393674835,97.05093833780161,95.18716577540107,0.4414534866809845,2.2652443126418165
43,0.07549243395726951,0.12913952130366135,97.49776586237712,96.2566844919786,0.44054898619651794,2.269895133872638
44,0.06497673152332545,0.16209401899480566,98.03395889186774,95.72192513368984,0.4410090148448944,2.2675273437476244
45,0.08030765498984169,0.1422664855412621,97.22966934763181,95.72192513368984,0.441677987575531,2.264092909608702
46,0.06767028315164235,0.16306221644508648,97.76586237712243,94.91978609625669,0.44031649827957153,2.2710936426576205
47,0.06172439393731395,0.15949828460573512,98.39142091152814,94.38502673796792,0.4658672544691298,2.1465342120676225
48,0.0529649729862929,0.13528874285399595,97.85522788203754,95.98930481283422,0.44119301438331604,2.266581671511197
49,0.06448455778773711,0.13171452232063774,97.76586237712243,95.98930481283422,0.4411585032939911,2.266758982391399
50,0.04036642744129322,0.1360531589564155,98.65951742627345,95.98930481283422,0.4410359859466553,2.2673886754468904
51,0.036728704283288595,0.13355025218769828,98.65951742627345,95.98930481283422,0.44023048877716064,2.2715373548472875
52,0.03491815484867126,0.1335507166736266,98.57015192135836,95.98930481283422,0.4400329887866974,2.2725568888762164
53,0.032837659517557787,0.13111120697489398,98.92761394101876,95.98930481283422,0.4662607334278248,2.144722744821907
